ID,name,composer,unitPrice,album_ID,genre_ID
44,You Learn,Alanis Morissette & Glenn Ballard,0.99,6,1
45,Head Over Feet,Alanis Morissette & Glenn Ballard,0.99,6,1
46,Mary Jane,Alanis Morissette & Glenn Ballard,0.99,6,1
47,Ironic,Alanis Morissette & Glenn Ballard,0.99,6,1
48,Not The Doctor,Alanis Morissette & Glenn Ballard,0.99,6,1
49,Wake Up,Alanis Morissette & Glenn Ballard,0.99,6,1
50,You Oughta Know (Alternate),Alanis Morissette & Glenn Ballard,0.99,6,1
51,We Die Young,Jerry Cantrell,0.99,7,1
52,Man In The Box,"Jerry Cantrell, Layne Staley",0.99,7,1
53,Sea Of Sorrow,Jerry Cantrell,0.99,7,1
54,Bleed The Freak,Jerry Cantrell,0.99,7,1
55,I Can't Remember,"Jerry Cantrell, Layne Staley",0.99,7,1
56,"Love, Hate, Love","Jerry Cantrell, Layne Staley",0.99,7,1
57,It Ain't Like That,"Jerry Cantrell, Michael Starr, Sean Kinney",0.99,7,1
58,Sunshine,Jerry Cantrell,0.99,7,1
59,Put You Down,Jerry Cantrell,0.99,7,1
60,Confusion,"Jerry Cantrell, Michael Starr, Layne Staley",0.99,7,1
61,I Know Somethin (Bout You),Jerry Cantrell,0.99,7,1
62,Real Thing,"Jerry Cantrell, Layne Staley",0.99,7,1
63,Desafinado,,0.99,8,2
64,Garota De Ipanema,,0.99,8,2
65,Samba De Uma Nota Só (One Note Samba),,0.99,8,2
66,Por Causa De Você,,0.99,8,2
67,Ligia,,0.99,8,2
68,Fotografia,,0.99,8,2
69,Dindi (Dindi),,0.99,8,2
70,Se Todos Fossem Iguais A Você (Instrumental),,0.99,8,2
71,Falando De Amor,,0.99,8,2
72,Angela,,0.99,8,2
73,Corcovado (Quiet Nights Of Quiet Stars),,0.99,8,2
74,Outra Vez,,0.99,8,2
75,O Boto (Bôto),,0.99,8,2
76,"Canta, Canta Mais",,0.99,8,2
77,Enter Sandman,Apocalyptica,0.99,9,3
78,Master Of Puppets,Apocalyptica,0.99,9,3
79,Harvester Of Sorrow,Apocalyptica,0.99,9,3
80,The Unforgiven,Apocalyptica,0.99,9,3
81,Sad But True,Apocalyptica,0.99,9,3
82,Creeping Death,Apocalyptica,0.99,9,3
83,Wherever I May Roam,Apocalyptica,0.99,9,3
84,Welcome Home (Sanitarium),Apocalyptica,0.99,9,3
85,Cochise,Audioslave/Chris Cornell,0.99,10,1
86,Show Me How to Live,Audioslave/Chris Cornell,0.99,10,1
87,Gasoline,Audioslave/Chris Cornell,0.99,10,1
88,What You Are,Audioslave/Chris Cornell,0.99,10,1
89,Like a Stone,Audioslave/Chris Cornell,0.99,10,1
90,Set It Off,Audioslave/Chris Cornell,0.99,10,1
91,Shadow on the Sun,Audioslave/Chris Cornell,0.99,10,1
92,I am the Highway,Audioslave/Chris Cornell,0.99,10,1
93,Exploder,Audioslave/Chris Cornell,0.99,10,1
94,Hypnotize,Audioslave/Chris Cornell,0.99,10,1
95,Bring'em Back Alive,Audioslave/Chris Cornell,0.99,10,1
96,Light My Way,Audioslave/Chris Cornell,0.99,10,1
97,Getaway Car,Audioslave/Chris Cornell,0.99,10,1
98,The Last Remaining Light,Audioslave/Chris Cornell,0.99,10,1
99,Your Time Has Come,"Cornell, Commerford, Morello, Wilk",0.99,11,4
100,Out Of Exile,"Cornell, Commerford, Morello, Wilk",0.99,11,4
101,Be Yourself,"Cornell, Commerford, Morello, Wilk",0.99,11,4
102,Doesn't Remind Me,"Cornell, Commerford, Morello, Wilk",0.99,11,4
103,Drown Me Slowly,"Cornell, Commerford, Morello, Wilk",0.99,11,4
104,Heaven's Dead,"Cornell, Commerford, Morello, Wilk",0.99,11,4
105,The Worm,"Cornell, Commerford, Morello, Wilk",0.99,11,4
106,Man Or Animal,"Cornell, Commerford, Morello, Wilk",0.99,11,4
107,Yesterday To Tomorrow,"Cornell, Commerford, Morello, Wilk",0.99,11,4
108,Dandelion,"Cornell, Commerford, Morello, Wilk",0.99,11,4
109,#1 Zero,"Cornell, Commerford, Morello, Wilk",0.99,11,4
110,The Curse,"Cornell, Commerford, Morello, Wilk",0.99,11,4
111,Money,"Berry Gordy, Jr./Janie Bradford",0.99,12,5
112,Long Tall Sally,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",0.99,12,5
113,Bad Boy,Larry Williams,0.99,12,5
114,Twist And Shout,Bert Russell/Phil Medley,0.99,12,5
115,Please Mr. Postman,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,0.99,12,5
116,C'Mon Everybody,Eddie Cochran/Jerry Capehart,0.99,12,5
117,Rock 'N' Roll Music,Chuck Berry,0.99,12,5
118,Slow Down,Larry Williams,0.99,12,5
119,Roadrunner,Bo Diddley,0.99,12,5
120,Carol,Chuck Berry,0.99,12,5
121,Good Golly Miss Molly,Little Richard,0.99,12,5
122,20 Flight Rock,Ned Fairchild,0.99,12,5
123,Quadrant,Billy Cobham,0.99,13,2
124,Snoopy's search-Red baron,Billy Cobham,0.99,13,2
125,"Spanish moss-""A sound portrait""-Spanish moss",Billy Cobham,0.99,13,2
126,Moon germs,Billy Cobham,0.99,13,2
127,Stratus,Billy Cobham,0.99,13,2
128,The pleasant pheasant,Billy Cobham,0.99,13,2
129,Solo-Panhandler,Billy Cobham,0.99,13,2
130,Do what cha wanna,George Duke,0.99,13,2
131,Intro/ Low Down,,0.99,14,3
132,13 Years Of Grief,,0.99,14,3
133,Stronger Than Death,,0.99,14,3
134,All For You,,0.99,14,3
135,Super Terrorizer,,0.99,14,3
136,Phoney Smile Fake Hellos,,0.99,14,3
137,Lost My Better Half,,0.99,14,3
138,Bored To Tears,,0.99,14,3
139,A.N.D.R.O.T.A.Z.,,0.99,14,3
140,Born To Booze,,0.99,14,3
141,World Of Trouble,,0.99,14,3
142,No More Tears,,0.99,14,3
143,The Begining... At Last,,0.99,14,3
144,Heart Of Gold,,0.99,15,3
145,Snowblind,,0.99,15,3
146,Like A Bird,,0.99,15,3
147,Blood In The Wall,,0.99,15,3
148,The Beginning...At Last,,0.99,15,3
149,Black Sabbath,,0.99,16,3
150,The Wizard,,0.99,16,3
151,Behind The Wall Of Sleep,,0.99,16,3
152,N.I.B.,,0.99,16,3
153,Evil Woman,,0.99,16,3
154,Sleeping Village,,0.99,16,3
155,Warning,,0.99,16,3
156,Wheels Of Confusion / The Straightener,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
157,Tomorrow's Dream,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
158,Changes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
159,FX,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
160,Supernaut,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
161,Snowblind,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
162,Cornucopia,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
163,Laguna Sunrise,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
164,St. Vitus Dance,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
165,Under The Sun/Every Day Comes and Goes,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",0.99,17,3
166,Smoked Pork,,0.99,18,4
167,Body Count's In The House,,0.99,18,4
168,Now Sports,,0.99,18,4
169,Body Count,,0.99,18,4
170,A Statistic,,0.99,18,4
171,Bowels Of The Devil,,0.99,18,4
172,The Real Problem,,0.99,18,4
173,KKK Bitch,,0.99,18,4
174,D Note,,0.99,18,4
175,Voodoo,,0.99,18,4
176,The Winner Loses,,0.99,18,4
177,There Goes The Neighborhood,,0.99,18,4
178,Oprah,,0.99,18,4
179,Evil Dick,,0.99,18,4
180,Body Count Anthem,,0.99,18,4
181,Momma's Gotta Die Tonight,,0.99,18,4
182,Freedom Of Speech,,0.99,18,4
183,King In Crimson,Roy Z,0.99,19,3
184,Chemical Wedding,Roy Z,0.99,19,3
185,The Tower,Roy Z,0.99,19,3
186,Killing Floor,Adrian Smith,0.99,19,3
187,Book Of Thel,Eddie Casillas/Roy Z,0.99,19,3
188,Gates Of Urizen,Roy Z,0.99,19,3
189,Jerusalem,Roy Z,0.99,19,3
190,Trupets Of Jericho,Roy Z,0.99,19,3
191,Machine Men,Adrian Smith,0.99,19,3
192,The Alchemist,Roy Z,0.99,19,3
193,Realword,Roy Z,0.99,19,3
194,First Time I Met The Blues,Eurreal Montgomery,0.99,20,6
195,Let Me Love You Baby,Willie Dixon,0.99,20,6
196,Stone Crazy,Buddy Guy,0.99,20,6
197,Pretty Baby,Willie Dixon,0.99,20,6
198,When My Left Eye Jumps,Al Perkins/Willie Dixon,0.99,20,6
199,Leave My Girl Alone,Buddy Guy,0.99,20,6
200,She Suits Me To A Tee,Buddy Guy,0.99,20,6
201,Keep It To Myself (Aka Keep It To Yourself),Sonny Boy Williamson [I],0.99,20,6
202,My Time After Awhile,Robert Geddins/Ron Badger/Sheldon Feinberg,0.99,20,6
203,Too Many Ways (Alternate),Willie Dixon,0.99,20,6
204,Talkin' 'Bout Women Obviously,Amos Blakemore/Buddy Guy,0.99,20,6
205,Jorge Da Capadócia,Jorge Ben,0.99,21,7
206,Prenda Minha,Tradicional,0.99,21,7
207,Meditação,Tom Jobim - Newton Mendoça,0.99,21,7
208,Terra,Caetano Veloso,0.99,21,7
209,Eclipse Oculto,Caetano Veloso,0.99,21,7
210,"Texto ""Verdade Tropical""",Caetano Veloso,0.99,21,7
211,Bem Devagar,Gilberto Gil,0.99,21,7
212,Drão,Gilberto Gil,0.99,21,7
213,Saudosismo,Caetano Veloso,0.99,21,7
214,Carolina,Chico Buarque,0.99,21,7
215,Sozinho,Peninha,0.99,21,7
216,Esse Cara,Caetano Veloso,0.99,21,7
217,Mel,Caetano Veloso - Waly Salomão,0.99,21,7
218,Linha Do Equador,Caetano Veloso - Djavan,0.99,21,7
219,Odara,Caetano Veloso,0.99,21,7
220,A Luz De Tieta,Caetano Veloso,0.99,21,7
221,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,0.99,21,7
222,Vida Boa,Fausto Nilo - Armandinho,0.99,21,7
223,Sozinho (Hitmakers Classic Mix),,0.99,22,7
224,Sozinho (Hitmakers Classic Radio Edit),,0.99,22,7
225,Sozinho (Caêdrum 'n' Bass),,0.99,22,7
226,Carolina,,0.99,23,7
227,Essa Moça Ta Diferente,,0.99,23,7
228,Vai Passar,,0.99,23,7
229,Samba De Orly,,0.99,23,7
230,"Bye, Bye Brasil",,0.99,23,7
231,Atras Da Porta,,0.99,23,7
232,Tatuagem,,0.99,23,7
233,O Que Será (À Flor Da Terra),,0.99,23,7
234,Morena De Angola,,0.99,23,7
235,Apesar De Você,,0.99,23,7
236,A Banda,,0.99,23,7
237,Minha Historia,,0.99,23,7
238,Com Açúcar E Com Afeto,,0.99,23,7
239,Brejo Da Cruz,,0.99,23,7
240,Meu Caro Amigo,,0.99,23,7
241,Geni E O Zepelim,,0.99,23,7
242,Trocando Em Miúdos,,0.99,23,7
243,Vai Trabalhar Vagabundo,,0.99,23,7
244,Gota D'água,,0.99,23,7
245,Construção / Deus Lhe Pague,,0.99,23,7
246,Mateus Enter,Chico Science,0.99,24,7
247,O Cidadão Do Mundo,Chico Science,0.99,24,7
248,Etnia,Chico Science,0.99,24,7
249,Quilombo Groove [Instrumental],Chico Science,0.99,24,7
250,Macô,Chico Science,0.99,24,7
251,Um Passeio No Mundo Livre,Chico Science,0.99,24,7
252,Samba Do Lado,Chico Science,0.99,24,7
253,Maracatu Atômico,Chico Science,0.99,24,7
254,O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science,0.99,24,7
255,Corpo De Lama,Chico Science,0.99,24,7
256,Sobremesa,Chico Science,0.99,24,7
257,Manguetown,Chico Science,0.99,24,7
258,Um Satélite Na Cabeça,Chico Science,0.99,24,7
259,Baião Ambiental [Instrumental],Chico Science,0.99,24,7
260,Sangue De Bairro,Chico Science,0.99,24,7
261,Enquanto O Mundo Explode,Chico Science,0.99,24,7
262,Interlude Zumbi,Chico Science,0.99,24,7
263,Criança De Domingo,Chico Science,0.99,24,7
264,Amor De Muito,Chico Science,0.99,24,7
265,Samidarish [Instrumental],Chico Science,0.99,24,7
266,Maracatu Atômico [Atomic Version],Chico Science,0.99,24,7
267,Maracatu Atômico [Ragga Mix],Chico Science,0.99,24,7
268,Maracatu Atômico [Trip Hop],Chico Science,0.99,24,7
269,Banditismo Por Uma Questa,,0.99,25,7
270,Banditismo Por Uma Questa,,0.99,25,7
271,Rios Pontes & Overdrives,,0.99,25,7
272,Cidade,,0.99,25,7
273,Praiera,,0.99,25,7
274,Samba Makossa,,0.99,25,7
275,Da Lama Ao Caos,,0.99,25,7
276,Maracatu De Tiro Certeiro,,0.99,25,7
277,Salustiano Song,,0.99,25,7
278,Antene Se,,0.99,25,7
279,Risoflora,,0.99,25,7
280,Lixo Do Mangue,,0.99,25,7
281,Computadores Fazem Arte,,0.99,25,7
282,Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,0.99,26,8
283,A Sombra Da Maldade,Da Gama/Toni Garrido,0.99,26,8
284,Johnny B. Goode,Chuck Berry,0.99,26,8
285,Soldado Da Paz,Herbert Vianna,0.99,26,8
286,Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,0.99,26,8
287,Extra,Gilberto Gil,0.99,26,8
288,O Erê,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,0.99,26,8
289,Podes Crer,Bino Farias/Da Gama/Lazão/Toni Garrido,0.99,26,8
290,A Estrada,Bino Farias/Da Gama/Lazão/Toni Garrido,0.99,26,8
291,Berlim,Da Gama/Toni Garrido,0.99,26,8
292,Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,0.99,26,8
293,Onde Você Mora?,Marisa Monte/Nando Reis,0.99,26,8
294,Pensamento,Bino Farias/Da Gamma/Lazão/Rás Bernard,0.99,26,8
295,Conciliação,Da Gama/Lazão/Rás Bernardo,0.99,26,8
296,Realidade Virtual,Bino Farias/Da Gama/Lazão/Toni Garrido,0.99,26,8
297,Mensagem,Bino Farias/Da Gama/Lazão/Rás Bernardo,0.99,26,8
298,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,0.99,26,8
299,Onde Você Mora?,Marisa Monte/Nando Reis,0.99,27,8
300,O Erê,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,0.99,27,8
301,A Sombra Da Maldade,Da Gama/Toni Garrido,0.99,27,8
302,A Estrada,Da Gama/Lazao/Toni Garrido,0.99,27,8
303,Falar A Verdade,Bino/Da Gama/Ras Bernardo,0.99,27,8
304,Firmamento,Harry Lawes/Winston Foster-Vers,0.99,27,8
305,Pensamento,Bino/Da Gama/Ras Bernardo,0.99,27,8
306,Realidade Virtual,Bino/Da Gamma/Lazao/Toni Garrido,0.99,27,8
307,Doutor,Bino/Da Gama/Toni Garrido,0.99,27,8
308,Na Frente Da TV,Bino/Da Gama/Lazao/Ras Bernardo,0.99,27,8
309,Downtown,Cidade Negra,0.99,27,8
310,Sábado A Noite,Lulu Santos,0.99,27,8
311,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazao,0.99,27,8
312,Eu Também Quero Beijar,Fausto Nilo/Moraes Moreira/Pepeu Gomes,0.99,27,8
313,Noite Do Prazer,,0.99,28,7
314,À Francesa,,0.99,28,7
315,Cada Um Cada Um (A Namoradeira),,0.99,28,7
316,Linha Do Equador,,0.99,28,7
317,Amor Demais,,0.99,28,7
318,Férias,,0.99,28,7
319,Gostava Tanto De Você,,0.99,28,7
320,Flor Do Futuro,,0.99,28,7
321,Felicidade Urgente,,0.99,28,7
322,Livre Pra Viver,,0.99,28,7
323,"Dig-Dig, Lambe-Lambe (Ao Vivo)",Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,0.99,29,9
324,Pererê,Augusto Conceição/Chiclete Com Banana,0.99,29,9
325,TriboTchan,Cal Adan/Paulo Levi,0.99,29,9
326,"Tapa Aqui, Descobre Ali",Paulo Levi/W. Rangel,0.99,29,9
327,Daniela,Jorge Cardoso/Pierre Onasis,0.99,29,9
328,Bate Lata,Fábio Nolasco/Gal Sales/Ivan Brasil,0.99,29,9
329,Garotas do Brasil,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",0.99,29,9
330,Levada do Amor (Ailoviu),Luiz Wanderley/Paulo Levi,0.99,29,9
331,Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",0.99,29,9
332,Reboladeira,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,0.99,29,9
333,É que Nessa Encarnação Eu Nasci Manga,Lucina/Luli,0.99,29,9
334,Reggae Tchan,"Cal Adan/Del Rey, Tension/Edu Casanova",0.99,29,9
335,My Love,Jauperi/Zeu Góes,0.99,29,9
336,Latinha de Cerveja,Adriano Bernandes/Edmar Neves,0.99,29,9
337,You Shook Me,J B Lenoir/Willie Dixon,0.99,30,1
338,I Can't Quit You Baby,Willie Dixon,0.99,30,1
339,Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,0.99,30,1
340,Dazed and Confused,Jimmy Page,0.99,30,1
341,The Girl I Love She Got Long Black Wavy Hair,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,0.99,30,1
342,What is and Should Never Be,Jimmy Page/Robert Plant,0.99,30,1
343,Communication Breakdown(2),Jimmy Page/John Bonham/John Paul Jones,0.99,30,1
344,Travelling Riverside Blues,Jimmy Page/Robert Johnson/Robert Plant,0.99,30,1
345,Whole Lotta Love,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,0.99,30,1
346,Somethin' Else,Bob Cochran/Sharon Sheeley,0.99,30,1
347,Communication Breakdown(3),Jimmy Page/John Bonham/John Paul Jones,0.99,30,1
348,I Can't Quit You Baby(2),Willie Dixon,0.99,30,1
349,You Shook Me(2),J B Lenoir/Willie Dixon,0.99,30,1
350,How Many More Times,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,0.99,30,1
351,Debra Kadabra,Frank Zappa,0.99,31,1
352,Carolina Hard-Core Ecstasy,Frank Zappa,0.99,31,1
353,Sam With The Showing Scalp Flat Top,Don Van Vliet,0.99,31,1
354,Poofter's Froth Wyoming Plans Ahead,Frank Zappa,0.99,31,1
355,200 Years Old,Frank Zappa,0.99,31,1
356,Cucamonga,Frank Zappa,0.99,31,1
357,Advance Romance,Frank Zappa,0.99,31,1
358,Man With The Woman Head,Don Van Vliet,0.99,31,1
359,Muffin Man,Frank Zappa,0.99,31,1
360,Vai-Vai 2001,,0.99,32,10
361,X-9 2001,,0.99,32,10
362,Gavioes 2001,,0.99,32,10
363,Nene 2001,,0.99,32,10
364,Rosas De Ouro 2001,,0.99,32,10
365,Mocidade Alegre 2001,,0.99,32,10
366,Camisa Verde 2001,,0.99,32,10
367,Leandro De Itaquera 2001,,0.99,32,10
368,Tucuruvi 2001,,0.99,32,10
369,Aguia De Ouro 2001,,0.99,32,10
370,Ipiranga 2001,,0.99,32,10
371,Morro Da Casa Verde 2001,,0.99,32,10
372,Perola Negra 2001,,0.99,32,10
373,Sao Lucas 2001,,0.99,32,10
374,Guanabara,Marcos Valle,0.99,33,7
375,Mas Que Nada,Jorge Ben,0.99,33,7
376,Vôo Sobre o Horizonte,J.r.Bertami/Parana,0.99,33,7
377,A Paz,Donato/Gilberto Gil,0.99,33,7
378,Wave (Vou te Contar),Antonio Carlos Jobim,0.99,33,7
379,Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,0.99,33,7
380,Samba da Bençaco,Baden Powell/Vinicius de Moraes,0.99,33,7
381,Pode Parar,Jorge Vercilo/Jota Maranhao,0.99,33,7
382,Menino do Rio,Caetano Veloso,0.99,33,7
383,Ando Meio Desligado,Caetano Veloso,0.99,33,7
384,Mistério da Raça,Luiz Melodia/Ricardo Augusto,0.99,33,7
385,All Star,Nando Reis,0.99,33,7
386,Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,0.99,33,7
387,Pescador de Ilusões,Macelo Yuka/O Rappa,0.99,33,7
388,À Vontade (Live Mix),Bombom/Ed Motta,0.99,33,7
389,Maria Fumaça,Luiz Carlos/Oberdan,0.99,33,7
390,Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,0.99,33,7
391,Garota De Ipanema,Vários,0.99,34,7
392,Tim Tim Por Tim Tim,Vários,0.99,34,7
393,Tarde Em Itapoã,Vários,0.99,34,7
394,Tanto Tempo,Vários,0.99,34,7
395,Eu Vim Da Bahia - Live,Vários,0.99,34,7
396,Alô Alô Marciano,Vários,0.99,34,7
397,Linha Do Horizonte,Vários,0.99,34,7
398,Only A Dream In Rio,Vários,0.99,34,7
399,Abrir A Porta,Vários,0.99,34,7
400,Alice,Vários,0.99,34,7
401,Momentos Que Marcam,Vários,0.99,34,7
402,Um Jantar Pra Dois,Vários,0.99,34,7
403,Bumbo Da Mangueira,Vários,0.99,34,7
404,Mr Funk Samba,Vários,0.99,34,7
405,Santo Antonio,Vários,0.99,34,7
406,Por Você,Vários,0.99,34,7
407,Só Tinha De Ser Com Você,Vários,0.99,34,7
408,Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,0.99,35,3
409,It's Electric,Harris/Tatler,0.99,35,3
410,Sabbra Cadabra,Black Sabbath,0.99,35,3
411,Turn The Page,Seger,0.99,35,3
412,Die Die My Darling,Danzig,0.99,35,3
413,Loverman,Cave,0.99,35,3
414,Mercyful Fate,Diamond/Shermann,0.99,35,3
415,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,0.99,35,3
416,Whiskey In The Jar,Traditional,0.99,35,3
417,Tuesday's Gone,Collins/Van Zandt,0.99,35,3
418,The More I See,Molaney/Morris/Roberts/Wainwright,0.99,35,3
419,A Kind Of Magic,Roger Taylor,0.99,36,1
420,Under Pressure,Queen & David Bowie,0.99,36,1
421,Radio GA GA,Roger Taylor,0.99,36,1
422,I Want It All,Queen,0.99,36,1
423,I Want To Break Free,John Deacon,0.99,36,1
424,Innuendo,Queen,0.99,36,1
425,It's A Hard Life,Freddie Mercury,0.99,36,1
426,Breakthru,Queen,0.99,36,1
427,Who Wants To Live Forever,Brian May,0.99,36,1
428,Headlong,Queen,0.99,36,1
429,The Miracle,Queen,0.99,36,1
430,I'm Going Slightly Mad,Queen,0.99,36,1
431,The Invisible Man,Queen,0.99,36,1
432,Hammer To Fall,Brian May,0.99,36,1
433,Friends Will Be Friends,Freddie Mercury & John Deacon,0.99,36,1
434,The Show Must Go On,Queen,0.99,36,1
435,One Vision,Queen,0.99,36,1
436,Detroit Rock City,"Paul Stanley, B. Ezrin",0.99,37,1
437,Black Diamond,Paul Stanley,0.99,37,1
438,Hard Luck Woman,Paul Stanley,0.99,37,1
439,Sure Know Something,"Paul Stanley, Vincent Poncia",0.99,37,1
440,Love Gun,Paul Stanley,0.99,37,1
441,Deuce,Gene Simmons,0.99,37,1
442,Goin' Blind,"Gene Simmons, S. Coronel",0.99,37,1
443,Shock Me,Ace Frehley,0.99,37,1
444,Do You Love Me,"Paul Stanley, B. Ezrin, K. Fowley",0.99,37,1
445,She,"Gene Simmons, S. Coronel",0.99,37,1
446,I Was Made For Loving You,"Paul Stanley, Vincent Poncia, Desmond Child",0.99,37,1
447,Shout It Out Loud,"Paul Stanley, Gene Simmons, B. Ezrin",0.99,37,1
448,God Of Thunder,Paul Stanley,0.99,37,1
449,Calling Dr. Love,Gene Simmons,0.99,37,1
450,Beth,"S. Penridge, Bob Ezrin, Peter Criss",0.99,37,1
451,Strutter,"Paul Stanley, Gene Simmons",0.99,37,1
452,Rock And Roll All Nite,"Paul Stanley, Gene Simmons",0.99,37,1
453,Cold Gin,Ace Frehley,0.99,37,1
454,Plaster Caster,Gene Simmons,0.99,37,1
455,God Gave Rock 'n' Roll To You,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",0.99,37,1
456,Heart of the Night,,0.99,38,2
457,De La Luz,,0.99,38,2
458,Westwood Moon,,0.99,38,2
459,Midnight,,0.99,38,2
460,Playtime,,0.99,38,2
461,Surrender,,0.99,38,2
462,Valentino's,,0.99,38,2
